QID,part of___P361,instance of___P31,version___None,description___None,label,discoverer or inventor___P61,time of discovery or invention___P575,constellation___P59,image___P18,absolute magnitude___P1457,epoch___P6259,declination___P6258,distance from Earth___P2583,right ascension___P6257,declination component of proper motion___P10751,radial velocity___P2216,mass___P2067,right ascension component of proper motion___P10752,apparent magnitude___P1215,parallax___P2214,type of variable star___P881,stellar rotational velocity___P4296,spectral class___P215,radius___P2120,metallicity___P2227,effective temperature___P6879,surface gravity___P7015,redshift___P1090,orbital eccentricity___P1096,parent astronomical body___P397,semi-major axis of an orbit___P2233,argument of periapsis___P2248,orbital period___P2146,time of periapsis___P11796,galaxy morphological type___P223,orbital inclination___P2045,mean anomaly___P2325,periapsis___P2244,longitude of ascending node___P2213,apoapsis___P2243
Q2991512,,comet,2275121987,comet,Comet Morehouse,Daniel Walter Morehouse,1908-09-01T00:00:00Z,,http://commons.wikimedia.org/wiki/Special:FilePath/Morehouse1908.jpg,,09 Aban 1287,,,,,,,,,,,,,,,,,,1.000924115992193,,-1023.038916750281,171.582509785895,,2418301.7480494534,,140.173814691244,-0.001694233670785409,0.9454066236048493,104.4585989844672,
Q15123266,,UV-emission source,2298555786,peculiar star in the constellation Andromeda,LR Andromedae,,,Andromeda,,,J2000.0,29.45428031364,130.499,5.70782557494,-9.487,4.4,,81.386,6.94,7.6629,,,A5V,,,,,,,,,,,,,,,,,
Q84460334,,brown dwarf,1893336776,,BD+06 2986B,,,Virgo,,,J2000.0,5.6335639,18.6,226.2402333,-523,,,-616,16.591,53.8,,,T6.5,,-0.3,965,160000,,,,,,,,,,,,,
Q74128662,,eclipsing binary star,2326649418,,BD Andromedae,,,Andromeda,,,J2000.0,50.9586357063512,,346.7715825261585,-2.842,,,26.925,10.84,0.1319,eclipsing binary star,,F8(N),,0.23,5890,22400,,,,,,,,,,,,,
Q93508507,,Delta Scuti variable,2330281403,Delta Scuti variable star in the constellation Libra,KL Librae,,,Libra,,,J2000.0,-1.1175315493984,420.274,222.1453116111338,6.485,4.05,,-8.519,8.76,2.3794,,,A9V,,,,,,,,,,,,,,,,,
Q87461134,,carbon star,2361429327,carbon star in the constellation Auriga,V554 Aurigae,,,Auriga,,,J2000.0,29.639222217909,,77.7993054934678,-3.274,-6.81,,0.528,10.36,0.307,slow irregular variables of late spectral types,,"C6,3J",,,,,,,,,,,,,,,,,
Q2608346,,star,2427179562,star in the constellation Aries,35 Arietis,,,Aries,,-0.46,J2000.0,27.70714940929,189.122,40.8629761644,-11.433,13,,8.502,4.67,5.2876,,90,B3V,,,17520,,,,,,,,,,,,,,
Q98538148,,RS Canum Venaticorum variable,2326621277,,V494 Andromedae,,,Andromeda,,,J2000.0,43.0984541928402,318.9386,9.1383808132014,-0.868,-41.23,,-3.28,11.05,3.1354,,,,,,,,,,,,,,,,,,,,
Q94432172,,variable star,2298396817,Mira variable star in the constellation Hercules,PV Herculis,,,Hercules,,,J2000.0,35.83232152353,3123.048,272.45958245606,-8.238,-40.32,,-1.506,10.364572,0.3202,SRa semi-regular variable star,,,,,,,,,,,,,,,,,,,
Q12063916,,peculiar star,2401796193,star in the constellation Cassiopeia,GSC4037-2379,,,Cassiopeia,,,J2000.0,62.8137853617377,422.8687,32.3764867844466,-6.999,,,6.117,9.86,2.3648,,,A3m,,,,,,,,,,,,,,,,,
Q66531920,,RS Canum Venaticorum variable,2319264383,,QU Andromedae,,,Andromeda,,,J2000.0,41.6543073293115,44.9162,18.2752920177162,-38.598,58.65,,314.301,7.0236,22.2637,,4.1,G5,,-0.11,5268,21400,,,,,,,,,,,,,
Q3598099,,Jupiter-family comet,2239489646,comet,213P/Van Ness,Michael E. Van Ness,2005-09-10T00:00:00Z,,http://commons.wikimedia.org/wiki/Special:FilePath/213P%202006-11-13%20Spitzer%20image%20Level-2-PBCD-IRS-PU-Blue-13.3-18.7um.png,11.4,"August 25, 2017",,,,,,,,,,,,,,,,,,0.4074592224584195,Sun,3.347188865151739,5.55477079285554,2236.756736773695,2458020.8690176993,,10.37781727272879,355.1121880211903,1.983345892735532,311.3167299414749,4.711031837567947
Q5014654,NAME Cha I,variable star,2450268824,star in the constellation Chamaeleon,CT Chamaeleontis,,2006-01-01T00:00:00Z,Chamaeleon,http://commons.wikimedia.org/wiki/Special:FilePath/Exoplanet%20Comparison%20CT%20Chamaeleontis%20b.png,,J2000.0,-76.45536938324,189.952,166.03791219035,0.019,15.13,,-22.223,13,5.2645,T Tauri-type star,7.8,K7,1.6796936,,4200.2,,,,,,,,,,,,,,
Q88258640,,T Tauri-type star,2314977715,,LU Lupi,,,Lupus,,,J2000.0,-37.1154492190957,195.5837,229.453069762551,-23.559,,,-13.542,13.91,5.1129,,,K7-M0,,,,,,,,,,,,,,,,,
Q13522,,double star,2382764231,binary star in the constellation of Delphinus,Rotanev,,,Delphinus,http://commons.wikimedia.org/wiki/Special:FilePath/Rotanev%20star.png,,J2000.0,14.595088747,,309.387255415,-48.06,-32.57,,118.09,3.63,32.33,,39.8,F5IV,4.09,0.05,6441,3160,,,,,,,,,,,,,
Q303684,,UV-emission source,2395572062,star in the constellation Cassiopeia,Kappa Cassiopeiae,,,Cassiopeia,http://commons.wikimedia.org/wiki/Special:FilePath/Kappa%20Cassiopeiae.jpg,-7,J2000.0,62.93178260389,1457,8.24996331792,-1.269,0.3,33,3.61,4.16,1.9199,Alpha Cygni variable,59,BC0.7Ia,33,,22160,282,,,,,,,,,,,,,
Q110998480,,hyperbolic comet,2155286355,comet,C/1947 Y1 (Mrkos),,,,,,"October 12, 1948",,,,,,,,,,,,,,,,,,1.000412323925902,Sun,-3637.212893537454,61.9134579847376,,2432598.125982894,,77.51234854308005,0.001071050396445533,1.499709899604585,199.3104138181241,
Q12064912,,star,2401786986,star in the constellation Centaurus,HD118798,,,Centaurus,,,J2000.0,-32.4890905163893,498.2313,204.9242145530257,-1.376,-14.84,,-4.993,9.81,2.0071,,,A0mA8-F0,,,7810,19000,,,,,,,,,,,,,
Q583850,,interacting galaxies,2268521242,interacting spiral galaxies,Arp 271,William Herschel,1785-03-05T00:00:00Z,Virgo,http://commons.wikimedia.org/wiki/Special:FilePath/Arp%20271.tif,,J2000.0,-6.04996,127000000,210.85605,,,,,12.1,,,,,,,,,-0.008643,,,,,,,Sbc,,,,,
Q14004,Milky Way,globular cluster,2281306225,Globular cluster,Messier 70,Charles Messier,1780-08-31T00:00:00Z,Sagittarius,http://commons.wikimedia.org/wiki/Special:FilePath/Messier%2070%20Hubble%20WikiSky.jpg,-7.12,J2000.0,-32.292111,0.009,280.803167,-3.41,220.3,,4.09,9.06,,,,V,34,-1.62,,,,,,,,,,,,,,,
Q2805341,,resonant trans-Neptunian object,2414315131,trans-neptunian object,(126154) 2001 YH140,Chadwick Trujillo,2001-12-18T00:00:00Z,,,5.54,"November 21, 2025",,,,,,,,,,,,,,,,,,0.142,Sun,42.54207244026475,355.6616823637481,101350.6156234652,2451720.4841737957,,11.06158734073909,32.96285549803824,36.37492233213339,108.8,48.70922254839611
Q15914209,Centaurus A/M83 Group,galaxy,2348500636,galaxy in the M83 group of galaxies,HIDEEP J1336-3321,,,Centaurus,http://commons.wikimedia.org/wiki/Special:FilePath/LEDA%20677373.jpg,,J2000.0,-33.36278,4.55,204.25208,,591,,,,,,,,,,,,,,,,,,,,,,,,
Q24451286,,galaxy,2365863939,,Andromeda XXV,,,Cassiopeia,,,J2000.0,46.85194,0.81,7.53708,,-107.8,,,14.8,,,,,,-1.9,,,,,Andromeda Galaxy,,,,,dSph,,,,,
Q15809978,,globular cluster,2248184313,globular cluster in the constellation Fornax,Fornax 4,Paul W. Hodge,,Fornax,http://commons.wikimedia.org/wiki/Special:FilePath/Fornax%204%20hst%2005637%2002%20555%20814.png,,J2000.0,-34.536275,,40.0320708,,,,,13.91,,,,,,,,,,,,,,,,,,,,,
Q13440,Pleiades,emission-line star,2388123878,binary star in the Pleiades star cluster,Pleione,,,Taurus,http://commons.wikimedia.org/wiki/Special:FilePath/Plei%20scheme.jpg,-0.29,J2000.0,24.13671019778,129.485,57.29673582413,-47.65,5.1,,19.496,5.09,7.2414,Gamma Cassiopeiae variable,220,B8Vne,,,7750,31600,,,,,,,,,,,,,
Q1105292,,spiral galaxy,2303722714,galaxy,NGC 3542,Édouard Stephan,1884-03-26T00:00:00Z,Ursa Major,http://commons.wikimedia.org/wiki/Special:FilePath/NGC3542%20-%20SDSS%20DR14.jpg,,J2000.0,36.9464601715603,129.19,167.4811851599175,,9096,,,14.3,,,,,,,,,0.03023,,,,,,,SBbc,,,,,
Q18483196,,minor planet moon,2428463528,moon of 90 Antiope,S/2000 (90) 1,,2000-08-10T00:00:00Z,,http://commons.wikimedia.org/wiki/Special:FilePath/The%20Antiope%20Doublet%20-%20Eso0718b.png,9.02,,,,,,,,,,,,,,,,,,,0.006,90 Antiope,171,,0.687713,,,63.7,,170,,172
Q74715876,,high proper-motion star,1889523959,,Gaia DR2 3351978437003029888,,,,,,J2000.0,11.93699921425583,99.7725,100.60772667047293,-6.927,,,-56.885,19.2906,10.0228,,,,,,,,,,,,,,,,,,,,
Q88208841,,star,2429876870,star,V691 Andromedae,,,Andromeda,,,J2000.0,42.0984275647299,495.4419,354.7766163642974,-39.32,,,-29.268,10.23,2.0184,BY Draconis variable,,,,,,,,,,,,,,,,,,,
Q85352361,1 Hydrae,low-mass star,2317896281,low-mass star in the constellation Hydra,1 Hydrae B,,,Hydra,,,J2000.0,-3.7428513774803,27.0213,126.1407445685473,-22.382,,,-208.009,14.5749,37.0078,,,M4.5,,,,,,,,,,,,,,,,,
Q75393433,,quasar,1940448118,,[VV2006] J103733.5+622640,,,,,,J2000.0,62.4445364603744,,159.3899031024704,0.291,170493,,-0.007,18.63,,,,,,,,,0.90714,,,,,,,,,,,,
Q12070036,,star,2461661502,peculiar star in the constellation Volans,kap02 Vol,,,Volans,,,J2000.0,-71.5053785727494,128.2101,125.00219938727,34.61,-6.5,,-17.649,5.608,7.7997,,,B9/A0IV,,,,,,,,,,,,,,,,,
Q83300060,Lupus Complex,T Tauri-type star,2324524924,,RY Lupi,,,Lupus,,,J2000.0,-40.3642375893496,159.0989,239.8682718845813,-21.854,1.3,,-10.046,9.9,6.2854,,16.3,K2,,,5082,7400,,,,,,,,,,,,,
Q81117023,NAME Cha I,low-mass star,2419490316,,2MASS J11011926-7732383 b,,2004-01-01T00:00:00Z,Chamaeleon,,,J2000.0,-77.5440912,188.775,165.3295388,1.403,,28,-23.431,19.443047,5.2973,,,M8,,,,,,,,266,,,,,,,,,
Q84379543,,Seyfert 1 galaxy,2321211421,Seyfert 1 galaxy in the constellation Vulpecula,2MASS J20492048+2901070,,,Vulpecula,,,J2000.0,29.018629,,312.335355,,55986,,,16.462,,,,,,,,,,,,,,,,,,,,,
Q5097715,,binary star,2298497058,binary star system in the constellation Centaurus,M Centauri,,,Centaurus,,,J2000.0,-51.43275733387334,82.3798,206.66407966580374,-29.111,-15.97,,9.258,4.632,12.1389,,,G8/K0III,,0.118,5069,621,,,,,,,,,,,,,
Q1106936,,elliptical galaxy,2321076108,galaxy,NGC 3872,William Herschel,1784-04-08T00:00:00Z,Leo,http://commons.wikimedia.org/wiki/Special:FilePath/NGC%203872%20SDSS.jpg,,J2000.0,13.7666861,48.3,176.4544542,,3078.2,,,11.7,,,,,,,,,0.010541,,,,,,,E5,,,,,
Q11172758,,variable star,2315873721,Mira variable star in the constellation Cetus,W Ceti,,,Cetus,,,J2000.0,-14.6758428859498,,0.5307897723108,-7.003,13,,6.849,14.46,0.9658,Mira variable,,S5.5-7/1.5-3e,,,,,,,,,,,,,,,,,
Q55496015,,comet,2045356232,comet,C/2017 S3 (PANSTARRS),Pan-STARRS1,2017-09-23T00:00:00Z,,http://commons.wikimedia.org/wiki/Special:FilePath/C2017%20S3%202018-07-14%20image%20ZTF-sso-778-zg-fov-9.3arcmin.png,13.2,"April 27, 2018",,,,,,,,,,,,,,,,,,1.000077962526293,,-2673.667700175152,255.8922310339763,,2458346.448368122,,99.03865266185421,-0.0007909769875906512,0.2084458883736399,171.0424918261466,
Q1592962,,nova,2460643303,star in the constellation Cygnus,V476 Cygni,,,Cygnus,http://commons.wikimedia.org/wiki/Special:FilePath/V476CygNebula.png,,J2000.0,53.61858917815,,299.60210669411,-5.605,,,-5.116,17.1,0.8444,nova,,,,,,,,,,,,,,,,,,,
Q1944131,,trans-Neptunian object,2425789678,Kuiper-belt object,(144897) 2004 UX10,Andrew W. Puckett,2004-10-20T00:00:00Z,,,4.37,"November 21, 2025",,,,,,,,20.6,,,,,,,,,,0.039,Sun,39.22615670145959,160.0043704581863,89735.04093546636,2435722.237710931,,9.53669,101.4116038639723,37.7182783610883,148,40.73403504183088
Q48844223,,near-Earth asteroid,1783966712,near-Earth microasteroid,2017 VL2,Asteroid Terrestrial-impact Last Alert System,2017-11-10T00:00:00Z,,http://commons.wikimedia.org/wiki/Special:FilePath/2017%20VL2%20orbit.png,26.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6826979,,star,2401776488,star in the constellation Ophiuchus,52 Ophiuchi,,,Ophiuchus,,-0.59,J2000.0,-22.04382666005,251.807,263.8270838513499,-9.873,-13.5,,-1.045,6.481,3.9713,Alpha² Canum Venaticorum variable,44,ApSi,4.04,,,,,,,,,,,,,,,,
Q2046694,,hyperbolic comet,2411265093,comet,C/1911 S3,Sergey Belyavsky,1911-09-29T00:00:00Z,,http://commons.wikimedia.org/wiki/Special:FilePath/Comet%201911%20S3%20Beljawsky.jpg,,18 Mehr 1290,,,,,,,,,,,,,,,,,,1.000147,Sun,-2064.1088435,71.7112,,2419320.2638,,96.4659,0.0000025,0.303424,89.8969,
Q1115061,Coma Cluster,elliptical galaxy,2282064093,galaxy,NGC 4864,John Frederick William Herschel,1831-04-13T00:00:00Z,Coma Berenices,http://commons.wikimedia.org/wiki/Special:FilePath/NGC4864%20-%20SDSS%20DR14.jpg,,J2000.0,27.9769194,98.63,194.8047042,,6834,,,13.872,,,,,,,,,0.02313,,,,,,,E6,,,,,
Q5177833,,variable star,2459428132,variable star in the constellation Sagittarius,X Sagittarii,,,Sagittarius,,-2.85,J2000.0,-27.83078771636,356.417,266.89009978762,-10.553,-10.1,6.31,-4.948,4.54,2.8057,classical Cepheid variable,26,F7II,,-0.36,5698,59,,,,,,,,,,,,,
Q75277347,,carbon star,1940412254,,[MH95] 358,,,,,,J2000.0,-73.7766300249987,,9.1617040003452,-1.33,,,0.334,17.76,,semiregular variable star,,C,,,,,,,,,,,,,,,,,
Q106350680,,eclipsing binary star,2330865689,eclipsing binary star,IW Boötis,,,Boötes,,,J2000.0,43.1458508616724,212.1611,214.1929355753118,52.316,,,1.018,13.37,4.7134,W Ursae Majoris variable,,,,,,,,,,,,,,,,,,,
Q74090820,,rotating variable star,2309458152,,Cl* NGC 1039 IS 104,,,,,,J2000.0,42.6436489438246,505.1781,40.3672682819413,-5.563,,,0.704,13.662,1.9795,rotating variable star,,,,0.07,5710,35000,,,,,,,,,,,,,
Q81511445,,variable star,2382107714,,LO Boötis,,,Boötes,,,J2000.0,41.47640078608,47.992,219.37278217594996,-13.866,-11.683,,-108.765,13.66,20.8367,BY Draconis variable,13.762,M2.5,,-0.065,3652,108640,,,,,,,,,,,,,
Q86800702,,Seyfert 2 galaxy,2213297165,Seyfert 2 galaxy in the constellation Taurus,2C 349,,,Taurus,,,J2000.0,10.4341168422144,,59.7268271349367,,9180,,,15.41,,,,,,,,,0.031,,,,,,,,,,,,
Q599265,,spiral galaxy,2303610402,galaxy,NGC 309,Wilhelm Tempel,1877-01-01T00:00:00Z,Cetus,http://commons.wikimedia.org/wiki/Special:FilePath/NGC%200309%20SDSS.jpg,,J2000.0,-9.9139167,79.2,14.1777667,,5656,,,11.9,,,,,,,,,0.01884,,,,,,,ScI,,,,,
Q94346017,,interacting galaxy,1704716385,galaxy,NAME AM 0658-590 NE,,,Carina,,,J2000.0,-59.12722,,104.76958,,8148,,,14.73,,,,,,,,,,,,,,,,1.0,,,,,
Q15033351,,trans-Neptunian object,2433696559,Trans-Neptunian object,(469361) 2001 HY65,Marc Buie,2001-04-26T00:00:00Z,,,6.37,"November 21, 2025",,,,,,,,,,,,,,,,,,0.1211413728739249,Sun,43.06525824565758,313.1480897929512,103225.9790520607,2442169.0399704357,,17.103,49.61,37.8482737386085,188.128,48.28224275270665
Q66491609,,UV-emission source,2298471025,star in the constellation Pisces,96 Piscium,,,Pisces,,2.19,J2000.0,7.29409178441,74.355,22.262905909,-55.625,-6.8,,-26.041,6.54,13.449,,,F4V,2.62,,6925,,,,,,,,,,,,,,
Q19360800,,quasar,2354679988,hyperluminous quasar in the constellation Pisces,SDSS J0100+2802,,,Pisces,,,J2000.0,28.0404972506888,,15.0542679979456,,288748,,,20.9809,,,,,,,,,6.3,,,,,,,,,,,,
Q94913360,,variable star,2298399090,RR Lyrae variable star in the constellation Hercules,V438 Herculis,,,Hercules,,,J2000.0,20.19567426334,,265.52008859934,-4.718,,,-2.963,16.392809,0.085,RR Lyrae variable with asymmetric light curves,,,,,,,,,,,,,,,,,,,
Q2579791,,trans-Neptunian object,2417159544,trans-Neptunian object,(145453) 2005 RR43,Andrew W. Puckett,2005-09-09T00:00:00Z,,http://commons.wikimedia.org/wiki/Special:FilePath/TheTransneptunians%20Color%20Distribution-2005RR43.png,4.13,"November 21, 2025",,,,,,,,,,,,,,,,,,0.1408801384765976,Sun,43.51897560784013,281.7872488531384,104861.5861965409,2445343.5385366604,,28.5,53.75186787884267,37.38801629784795,85.86797423964529,49.64993491783233
Q66631144,,variable star,2298670230,Cepheid variable star in the constellation Lupus,GH Lupi,,,Lupus,,,J2000.0,-52.8538603789,1189.343,231.15975085697997,-2.202,-17.97,,-1.337,7.83,0.8408,Cepheid variable,,G2Iab,,0.08,5455,52,,,,,,,,,,,,,
Q88124781,,classical Cepheid variable,2321963541,classical Cepheid variable star in the constellation Hydrus,NAME SMC V2380,,,Hydrus,,,J2000.0,-74.0569071228274,,30.7486961985335,-1.088,,,1.377,14.63,,classical Cepheid variable,,,,,,,,,,,,,,,,,,,
Q33586,Heart and Soul,open cluster,2303637161,HII region in the constellation Cassiopeia,Heart Nebula,,,Cassiopeia,http://commons.wikimedia.org/wiki/Special:FilePath/Heart%20Nebula%20IC%201805%20NGC%20896.jpg,,J2000.0,61.45,6150,38.175,-2.24,-47.9,,-1.49,6.5,,,,B0:,,,,,,,,,,,,,,,,,
Q922323,Pleiades,reflection nebula,2293966818,reflection nebula,IC 349,Edward Emerson Barnard,1890-01-01T00:00:00Z,Taurus,http://commons.wikimedia.org/wiki/Special:FilePath/Reflection%20nebula%20IC%20349%20near%20Merope.jpg,,J2000.0,23.94111,,56.58875,,-44.4,,,,,,,,,,,,,,,,,,,,,,,,
Q75294918,,rotating variable star,2309622248,,V347 Ursae Majoris,,,Ursa Major,,,J2000.0,38.0087457602267,238.7889,177.2651770779118,-40.294,,,-23.186,10.63,4.1878,,,G7III:,,,,,,,,,,,,,,,,,
Q5176914,,brown dwarf,1780415540,,WISEPA J030533.54+395434.4,,,Perseus,,,J2000.0,39.909616,23,46.389655,121,,,255,17.13,,,,T6,,,,,,,,,,,,,,,,,
Q85265485,,Mira variable,2320917663,Mira variable star in the constellation Andromeda,SZ Andromedae,,,Andromeda,,,J2000.0,42.8417232430934,,344.8936004870018,,,,,8.826,,Mira variable,,M2e,,,,,,,,,,,,,,,,,
Q15040484,,possible dwarf planet,2257426549,Trans-Neptunian object,(523588) 2000 CN105,Marc Buie,,,,5.6,,,,,,,,,,,,,,,,,,,0.095,,44.408284,12.24,,,,3.4,,,28.94,
Q15195038,,near-Earth asteroid,2444177257,asteroid,(162210) 1999 SM5,Lincoln Near-Earth Asteroid Research,1999-09-28T00:00:00Z,,,19.3,"November 21, 2025",,,,,,,,,,,,,,,,,,0.6974887819973475,Sun,2.304946004173481,320.5358593224605,1278.172769269777,2461588.8928458574,,5.27924238464669,194.2779398830731,0.6972720231528667,326.5160048474119,3.912619985194096
Q81760904,,low-mass star,2267707072,low-mass star in the constellation Cetus,GALEX 3785172270216916261,,,Cetus,,,J2000.0,0.9503386225723,720.6,37.9242142938923,-12.455,-65,,-0.361,19.1913,1.5232,,,M3V,,,,,,,,,,,,,,,,,
Q86508245,,eclipsing binary star,2298777945,eclipsing binary star in the constellation Virgo,AW Virginis,,,Virgo,,,J2000.0,3.0412531806582,222.7072,201.8870065308073,-12.269,,,-43.715,11.3,4.5103,W Ursae Majoris variable,,F8,,,,,,,,,,,,,,,,,
Q4042160,,star,2453138273,star in the constellation Cygnus,Kepler-57,2MASS,,Cygnus,,,J2000.0,44.65704399226,656.513,293.64128913462,5.842,-19.9498,0.83,4.209,15.035,1.5232,rotating variable star,1.991,G,0.8776037,0.02,5203,36060,,,,,,,,,,,,,
Q928776,,radio galaxy,2282144349,galaxy,NGC 6295,Lewis A. Swift,1886-06-09T00:00:00Z,Draco,http://commons.wikimedia.org/wiki/Special:FilePath/NGC6295%20-%20SDSS%20DR14.jpg,,J2000.0,60.3377917,,255.8136,,9197,,,14.9,,,,,,,,,0.03049,,,,,,,S?,,,,,
Q20098079,,Jupiter-family comet,2047956572,comet,P/2014 V1 (PANSTARRS),,,,,13.3,"November 13, 2014",,,,,,,,,,,,,,,,,,0.5264654824106868,Sun,5.414009084272987,178.0329807716785,4601.261300763741,2457044.163348246,,22.46118673356976,354.5495802717448,2.563720179945368,166.3030297679211,8.264297988600607
Q31887633,,optical double,2460218049,carbon star in the constellation Draco,T Draconis,,,Draco,http://commons.wikimedia.org/wiki/Special:FilePath/T%20Draconis.jpg,,J2000.0,58.2185631145854,783.3307,269.0971994995508,19.438,-23,,-2.358,7.2,1.2766,Mira variable,,"C6,2e",,,,,,,,,,,,,,,,,
Q3281133,,double star,2459463368,star in the constellation Camelopardalis,2 Camelopardalis,,,Camelopardalis,,2.12,J2000.0,53.47291226383,66.252,69.99192886377,-78.107,20.1,,43.603,5.435337,15.0938,,168.2,A8V,2.35,,7031,,,,,,,,,,,,,,
Q1636112,,Jupiter-family comet,2397346676,comet,76P/West–Kohoutek–Ikemura,Richard Martin West,1975-01-01T00:00:00Z,,http://commons.wikimedia.org/wiki/Special:FilePath/76P%202019-12-29%20image%20ZTF-sso-752-zr-size-4.0arcmin.png,15.4,"March 8, 2011",,,,,,,,,,,,,,,,,,0.5384170227527965,Sun,3.470932743894314,0.04843890903943888,2361.933818756491,2456420.535184368,,30.47514481422379,239.2799933223033,1.602123469751543,84.11256439148536,5.339742018037085
Q3648283,,non-periodic comet,2431553158,comet,C/1911 N1 (Kiess),Carl Clarence Kiess,1911-07-06T00:00:00Z,,http://commons.wikimedia.org/wiki/Special:FilePath/Comet%20Kiess%201911b.jpg,,07 Mordad 1290,,,,,,,,,,,,,,,,,,0.9962766200566044,Sun,183.6581623148575,110.3699109001606,909104.43939251,2419218.1755743804,,148.4199271055019,0.01161229971559421,0.6838291180040257,158.6654472656687,366.6324955117109
Q81764207,,low-mass star,2267758662,low-mass star in the constellation Cetus,GALEX 2502490801344361910,,,Cetus,,,J2000.0,-0.664835606515,147.6276,13.7684762005942,-38.239,-9,,49.995,19.1934,6.7738,,,M7V,,,,,,,,,,,,,,,,,
Q95971031,,RS Canum Venaticorum variable,2315850140,,LL Boötis,,,Boötes,,,J2000.0,46.1944365721426,148.8583,218.1718303941248,-14.534,-16.36,,-21.843,11.8305,6.7178,,,,,,,,,,,,,,,,,,,,
Q5175011,,star,2298497149,star in the constellation Grus,Eta Gruis,,,Grus,,-0.68,J2000.0,-53.50011986995,138.627,341.40784143152,17.334,24.45,,30.717,4.846,7.2136,,,K2IIICNIV,20.79,,,,,,,,,,,,,,,,
Q5174961,,double star,2154561974,star system in the constellation Gemini,Nu Geminorum,,,Gemini,http://commons.wikimedia.org/wiki/Special:FilePath/Nu%20Geminorum.jpg,,J2000.0,20.21213489556,155.1927,97.24077555917,-15.017,39.4,6.4,-5.549,4.14,6.4436,semiregular variable star,160,B6IVe,,,,,,,,,,,,,,,,,
Q87457568,,Seyfert 1 galaxy,2413271160,Seyfert 1 galaxy in the constellation Lyra,3C 381,,,Lyra,,,J2000.0,47.4507134316283,,278.442894212241,,44350,,,17.24,,,,,,,,,0.16061,,,,,,,,,,,,
Q89137927,,W Ursae Majoris variable,2315160414,W Ursae Majoris variable star in the constellation Gemini,AZ Geminorum,,,Gemini,,,J2000.0,14.4722149989824,1214.3291,98.6390640989939,-4.402,,,-0.42,11.8671,0.8235,eclipsing binary star,,,,,,,,,,,,,,,,,,,
Q90055050,,eclipsing binary star,2326001199,eclipsing binary star,V772 Aurigae,,,Auriga,,,J2000.0,28.9725125099543,,90.2782612017581,-1.001,,,-0.53,11.79,1.347,W Ursae Majoris variable,,,,,,,,,,,,,,,,,,,
Q81854972,,variable star,2298569260,RR Lyrae variable star in the constellation Canis Major,V360 Canis Majoris,,,Canis Major,,,J2000.0,-14.91788123779,2063.98,93.7816340608,-4.283,425.5,,1.038,12.68,0.4845,RR Lyrae variable with asymmetric light curves,,,,,,,,,,,,,,,,,,,
Q74002145,,near-IR source,2428470811,Delta Scuti variable star in the constellation Andromeda,V396 Andromedae,,,Andromeda,,,J2000.0,47.48776677035,216.732,357.88933106628,-9.938,-31.7,,19.871,7.85,4.614,,,F0,,,6916,,,,,,,,,,,,,,
Q76982403,,rotating variable star,2338583438,rotating variable star in the constellation Cygnus,KIC 5881893,,,Cygnus,,,J2000.0,41.1221465962741,562.3981,293.5499725615336,-2.1,,,0.519,15.3859,1.7781,rotating variable star,,,,,,,,,,,,,,,,,,,
Q76643045,,quasar,2159341220,quasar in the constellation Cetus,GALEX 2693022864917924824,,,Cetus,,,J2000.0,-3.58652071914,,33.35320812512626,-0.707,192473,,0.18,19.1723,,,,,,,,,1.141705,,,,,,,,,,,,
Q94384524,,dwarf nova,2302582440,cataclysmic binary star,TW Virginis,,,Virgo,,,J2000.0,-4.43493856154444,393.1154,176.33821364468332,-24.106,12,,12.562,12.939,2.4629,,,M2,,,,,,,,,,,,,,,,,
Q88112198,,Seyfert 1 galaxy,2213029279,Seyfert 1 galaxy in the constellation Virgo,USNO-A2.0 0900-07085616,,,Virgo,,,J2000.0,7.4837661348789,,182.3092484302065,0.327,118261,,0.389,19.54,0.3788,,,,,,,,0.518,,,,,,,,,,,,
Q83789811,,W Ursae Majoris variable,2298779142,W Ursae Majoris variable star in the constellation Canes Venatici,HR Canum Venaticorum,,,Canes Venatici,,,J2000.0,42.0371875628496,498.4774,195.296688991886,-9.653,,,16.431,15.34,2.0094,eclipsing binary star,,,,,,,,,,,,,,,,,,,
